,batch_num,round_num,speaker_hash,speaker_nickname,timestamp,message,majority_pct,num_votes,num_words,num_chars,sentiment
15,0,0,5d482ea421c9be351f762255,youngLion,2020-04-20T18:29:13.705Z,"I don't think he's an asshole. I think his request is reasonable. If you go to live in a foreign country, you should learn the language.",1.0,3,26,136,"{'positive': 0.044980764, 'negative': 0.44531056, 'neutral': 0.5097087}"
16,0,0,5d6feec65f80ae21f5c5f054,spryOrangutan,2020-04-20T18:29:25.384Z,"I think the guy is an asshole because for all his talk about how easy it is to use resources to learn a language, he didn't take the time to research WHY some people do not.",1.0,3,36,173,"{'positive': 0.008928671, 'negative': 0.8628237, 'neutral': 0.12824759}"
17,0,0,5e7e1e0031f4e454e196c30b,niceRhino,2020-04-20T18:29:27.170Z,I think he also tried to utilize other resources such as language learning apps to help her learn,1.0,3,18,97,"{'positive': 0.3882714, 'negative': 0.007831096, 'neutral': 0.6038976}"
18,0,0,5e31d6e4e31c5304c46f1413,culturedCow,2020-04-20T18:29:48.376Z,"I think also he needs to understand that language learning is not the same for everyone, not everyone has the same capacity to learn new languages quickly.",1.0,3,27,155,"{'positive': 0.059779342, 'negative': 0.23783267, 'neutral': 0.7023879}"
19,0,0,5d482ea421c9be351f762255,youngLion,2020-04-20T18:29:55.355Z,"Maybe she does have a problem with learning languages, but she could at least try.",1.0,3,15,82,"{'positive': 0.016152963, 'negative': 0.6317735, 'neutral': 0.3520736}"
20,0,0,5e7e4f4c31f4e454e196c9c4,spryBison,2020-04-20T18:30:01.417Z,After the edit he done it made it sound like he really loves his family,1.0,3,15,71,"{'positive': 0.7917215, 'negative': 0.013248754, 'neutral': 0.19502975}"
21,0,0,5d482ea621c9be351f762ae5,culturedBear,2020-04-20T18:30:08.967Z,"I don't think the guy is wrong in asking her to learn more english being that she lives in America, but he has to understand she is older and may not have the patience or capacity to learn a lot of english.",1.0,3,42,206,"{'positive': 0.026053501, 'negative': 0.45035312, 'neutral': 0.52359337}"
22,0,0,5d6feec65f80ae21f5c5f054,spryOrangutan,2020-04-20T18:30:11.191Z,"Learning a second language is easiest when you're a child for a reason. Your brain is wired differently then, which makes it easier.",1.0,3,23,132,"{'positive': 0.5948786, 'negative': 0.020919112, 'neutral': 0.3842023}"
23,0,0,5e84cc3c50f6e364321d6265,smallGiraffe,2020-04-20T18:30:20.031Z,I think he tried to help her.  He gave her resources to use and she apparently didn't use them.,1.0,3,19,95,"{'positive': 0.0333029, 'negative': 0.41867766, 'neutral': 0.5480194}"
24,0,0,5d6feec65f80ae21f5c5f054,spryOrangutan,2020-04-20T18:30:49.913Z,Older people can have a hard time because of brain. intelligence and cognitive limits. It's not so easy to just read a book or dictionary after a certain point.,1.0,3,29,160,"{'positive': 0.020640774, 'negative': 0.663728, 'neutral': 0.31563118}"
25,0,0,5e31d6e4e31c5304c46f1413,culturedCow,2020-04-20T18:30:50.048Z,"I don't think he's an asshole for having the feelings he does, but I do think he is a bit of an asshole for handling it the way that he did without discussing it with his wife first or maybe finding a better way to approach it.",1.0,3,47,227,"{'positive': 0.007099356, 'negative': 0.8486755, 'neutral': 0.14422509}"
26,0,0,5d482ea421c9be351f762255,youngLion,2020-04-20T18:30:50.423Z,I think he wouldn't be so upset about it if she at least tried.,1.0,3,14,63,"{'positive': 0.08807455, 'negative': 0.24958555, 'neutral': 0.6623399}"
27,0,0,5d482ea621c9be351f762ae5,culturedBear,2020-04-20T18:30:51.928Z,He should also ask his wife to step up and talk to the mother to healp her learn more and to make herself more available to her mother to help with translations.,1.0,3,32,161,"{'positive': 0.11182757, 'negative': 0.035829615, 'neutral': 0.85234284}"
28,0,0,5e84cc3c50f6e364321d6265,smallGiraffe,2020-04-20T18:31:02.701Z,I agree that learning a foreign language as an adult is more difficult but 8 years is a long time.,1.0,3,20,98,"{'positive': 0.049567893, 'negative': 0.38695842, 'neutral': 0.5634737}"
29,0,0,5e7e1e0031f4e454e196c30b,niceRhino,2020-04-20T18:31:30.459Z,I think that both sides have right and wrong. But overall i think he's not an asshole because of the way he approached the issue (politely) and because he also tried in his own way (although some of us may say not effective) to help her,1.0,3,46,236,"{'positive': 0.18829626, 'negative': 0.19083251, 'neutral': 0.62087125}"
30,0,0,5d482ea421c9be351f762255,youngLion,2020-04-20T18:31:33.641Z,"Yes, why can't other members of the family help their mother? If they think he's being a jerk, they should step in.  I",1.0,3,23,118,"{'positive': 0.010608944, 'negative': 0.7734529, 'neutral': 0.21593815}"
31,0,0,5e7e1e0031f4e454e196c30b,niceRhino,2020-04-20T18:31:36.370Z,What are your verdicts?,1.0,3,4,23,"{'positive': 0.042974856, 'negative': 0.072541825, 'neutral': 0.8844832}"
32,0,0,5d6feec65f80ae21f5c5f054,spryOrangutan,2020-04-20T18:31:38.393Z,"If he doesn't want to help, that's fine, but dictating what his MIL, who I assume is not so young, should do is complete asshole-ry.",1.0,3,25,132,"{'positive': 0.008061859, 'negative': 0.8387713, 'neutral': 0.15316688}"
33,0,0,5e7e4f4c31f4e454e196c9c4,spryBison,2020-04-20T18:31:43.131Z,I think he is a nice person trying to relieve some stress off his plate by asking his mother in law to be more responsible.,1.0,3,25,123,"{'positive': 0.556438, 'negative': 0.07662219, 'neutral': 0.36693984}"
34,0,0,5d6feec65f80ae21f5c5f054,spryOrangutan,2020-04-20T18:31:46.516Z,"Yes, asshole, all the way.",1.0,3,5,26,"{'positive': 0.02115161, 'negative': 0.881302, 'neutral': 0.09754643}"
35,0,0,5d482ea421c9be351f762255,youngLion,2020-04-20T18:31:47.752Z,Not an asshole,1.0,3,3,14,"{'positive': 0.047171187, 'negative': 0.58310324, 'neutral': 0.36972556}"
36,0,0,5d482ea621c9be351f762ae5,culturedBear,2020-04-20T18:31:53.913Z,MIL is at least 20 years older than the couple so 8 years is a long time but how often is she interacting with other Americans.,1.0,3,26,127,"{'positive': 0.041633155, 'negative': 0.12522116, 'neutral': 0.8331457}"
37,0,0,5e7e4f4c31f4e454e196c9c4,spryBison,2020-04-20T18:31:58.777Z,We all have to agree,1.0,3,5,20,"{'positive': 0.25744206, 'negative': 0.059829257, 'neutral': 0.68272865}"
38,0,0,5e31d6e4e31c5304c46f1413,culturedCow,2020-04-20T18:32:08.796Z,"Yeah I am also inclined to vote 'asshole' just because something seems fishy that the entire family freaked out on him, so I don't know if he was as polite as he claimed he was.",1.0,3,35,177,"{'positive': 0.006599453, 'negative': 0.8662037, 'neutral': 0.12719685}"
39,0,0,5e84cc3c50f6e364321d6265,smallGiraffe,2020-04-20T18:32:15.014Z,I think his family is partally dorrect for being upset because of his approach.,1.0,3,14,79,"{'positive': 0.006862758, 'negative': 0.82041115, 'neutral': 0.17272614}"
40,0,0,5d6feec65f80ae21f5c5f054,spryOrangutan,2020-04-20T18:32:15.176Z,I descent. Asshole still for me.,1.0,3,6,32,"{'positive': 0.012852638, 'negative': 0.88117516, 'neutral': 0.10597222}"
41,0,0,5e7e4f4c31f4e454e196c9c4,spryBison,2020-04-20T18:32:22.544Z,Asswhole it is,1.0,3,3,14,"{'positive': 0.0374914, 'negative': 0.7795401, 'neutral': 0.18296847}"
42,0,0,5d482ea621c9be351f762ae5,culturedBear,2020-04-20T18:32:24.016Z,The guy is not wrong and definitely not a racist.,1.0,3,10,49,"{'positive': 0.12859379, 'negative': 0.24632491, 'neutral': 0.6250813}"
43,0,0,5e8b6dd0b35db8283c501b7a,littleSquirrel,2020-04-20T18:32:36.791Z,I think he should consider the fact that for some reason some people always tend to be dependent especially coming from a specific culture and upbringing - especially women and elderly.,1.0,3,31,185,"{'positive': 0.017573658, 'negative': 0.42092618, 'neutral': 0.56150013}"
44,0,0,5d6feec65f80ae21f5c5f054,spryOrangutan,2020-04-20T18:32:37.756Z,"No, he's not a racist, agrred.",1.0,3,6,30,"{'positive': 0.055948574, 'negative': 0.39205217, 'neutral': 0.5519993}"
45,0,0,5e7e4f4c31f4e454e196c9c4,spryBison,2020-04-20T18:32:45.488Z,we can call him a nice asswhole,1.0,3,7,31,"{'positive': 0.1685702, 'negative': 0.40741342, 'neutral': 0.4240164}"
46,0,0,5d482ea421c9be351f762255,youngLion,2020-04-20T18:32:51.655Z,I will go with the group and vote asshole.,1.0,3,9,42,"{'positive': 0.00918242, 'negative': 0.8822133, 'neutral': 0.10860429}"
47,0,0,5d482ea621c9be351f762ae5,culturedBear,2020-04-20T18:32:53.008Z,"The guy just wants MIL to put in more effort, if possible.",1.0,3,12,58,"{'positive': 0.15348096, 'negative': 0.10474331, 'neutral': 0.7417757}"
48,0,0,5e7e1e0031f4e454e196c30b,niceRhino,2020-04-20T18:32:53.113Z,I believe that this person is not an asshole because he tried to help the MIL.,1.0,3,16,78,"{'positive': 0.17504223, 'negative': 0.19558102, 'neutral': 0.62937665}"
49,0,0,5e7e4f4c31f4e454e196c9c4,spryBison,2020-04-20T18:33:06.880Z,Asshole,1.0,3,1,7,"{'positive': 0.09421354, 'negative': 0.5920168, 'neutral': 0.3137696}"
50,0,0,5e84cc3c50f6e364321d6265,smallGiraffe,2020-04-20T18:33:37.552Z,I agree with niceRhino,1.0,3,4,22,"{'positive': 0.7748799, 'negative': 0.010388497, 'neutral': 0.21473163}"
51,0,0,5e84cc3c50f6e364321d6265,smallGiraffe,2020-04-20T18:33:58.011Z,I don't think he's the asshole,1.0,3,6,30,"{'positive': 0.040766627, 'negative': 0.43707803, 'neutral': 0.52215534}"
